probe,fc_CD_ileum,fc_UC_colon,fc_CD_colon
7893202,0.1248,-0.0843,0.0989
7893203,0.0391,-0.0845,-0.1092
7893204,0.1866,-0.2846,0.0526
7893205,0.09,0.0486,0.2472
7893206,-0.1351,-0.4751,-0.2343
7893207,0.248,0.0904,0.1914
7893208,0.1334,-0.1674,-0.1494
7893209,-0.0592,-0.0739,-0.2477
7893210,-0.1018,0.412,0.5398
7893211,-0.043,0.0775,0.2462
7893212,0.3036,-0.0853,-0.0019
7893213,0.1881,-0.1002,-0.2379
7893214,-0.4139,-0.1357,-0.2812
7893215,0.2335,-0.3892,0.0721
7893216,0.2283,0.2383,0.1171
7893217,0.0337,-0.0694,0.2479
7893218,0.0694,-0.1082,-0.1845
7893219,-0.0832,-0.1121,-0.331
7893220,0.1416,0.1027,0.1404
7893221,0.1531,-0.2736,-0.2347
7893222,-0.2867,0.1078,0.0167
7893223,-0.2325,0.0544,0.0464
7893224,-0.0243,0.0588,0.0472
7893225,0.3699,-0.2144,-0.2779
7893226,0.0469,0.1724,0.4162
7893227,0.0824,-0.265,-0.3794
7893228,-0.1322,0.0316,-0.0133
7893229,-0.1496,-0.1003,-0.0364
7893230,-0.1132,0.0739,0.2716
7893231,0.1898,0.1112,0.1541
7893232,0.1661,-0.0066,-0.0293
7893233,-0.0506,-0.0391,-0.0331
7893234,-0.2458,0.0642,0.0717
7893235,0.2008,-0.2417,-0.1769
7893236,0.0111,0.0632,0.0188
7893237,0.0291,0.0015,0.0994
7893238,-0.0107,-0.2189,-0.2031
7893239,0.1093,0.0069,0.0445
7893240,-0.1543,-0.2778,-0.1767
7893241,0.0252,0.1057,-0.2127
7893242,-0.1412,-0.1009,-0.046
7893243,0.1303,-0.095,0.0516
7893244,-0.0491,0.5515,0.623
7893245,0.0619,0.1868,-0.0533
7893246,-0.198,0.0192,0.0043
7893247,0.0941,0.0326,0.0412
7893248,0.2943,0.1321,-0.0152
7893249,0.0159,0.0977,-0.0189
7893250,0.2311,-0.9207,-0.5349
7893251,0.3292,-0.1098,-0.501
7893252,0.148,0.1175,-0.1737
7893253,0.3841,0.1985,0.1385
7893254,0.1331,-0.3076,-0.2678
7893255,-0.1778,0.2107,0.3248
7893256,0.0007,-0.0738,-0.0293
7893257,-0.0905,0.38,0.2894
7893258,0.3678,0.0263,-0.3174
7893259,-0.0302,-0.0039,-0.1435
7893260,-0.2939,-0.0864,-0.034
7893261,0.0134,0.0848,0.0269
7893262,-0.0443,-0.2387,-0.1768
7893263,0.1616,0.2547,0.1984
7893264,-0.0591,-0.0112,-0.0377
7893265,-0.154,-0.2263,-0.5337
7893266,0.0474,-0.04,-0.128
7893267,0.0276,0.0206,-0.0186
7893268,-0.2148,0.2841,0.0512
7893269,0.3381,0.2249,0.2758
7893270,0.1512,-0.0838,-0.004
7893271,-0.1565,0.6222,0.7618
7893272,0.2747,0.148,0.1267
7893273,-0.045,-0.0508,-0.0986
7893274,0.1545,-0.043,0.0074
7893275,0.0439,-0.1109,-0.1392
7893276,-0.0956,0.0575,-0.0888
7893277,-0.1847,0.0736,0.0265
7893278,0.0206,0.2162,0.1723
7893279,-0.11,-0.1675,-0.1429
7893280,-0.1075,-0.229,-0.1047
7893281,0.1103,0.0805,0.1632
7893282,-0.0523,0.2263,-0.0205
7893283,-0.0668,-0.1107,-0.0349
7893284,0.1279,-0.4559,-0.4628
7893285,-0.1643,-0.2188,0.0612
7893286,0.3278,0.5311,0.5927
7893287,0.0627,-0.2143,0.039
7893288,-0.1145,-0.3124,-0.3878
7893289,0.0718,0.1518,0.2578
7893290,-0.0394,0.1109,0.0453
7893291,-0.2347,-0.3153,-0.4738
7893292,0.196,0.0856,-0.0352
7893293,0.085,-0.0468,-0.0835
7893294,-0.2234,-0.2027,-0.1187
7893295,0.0134,-0.1003,-0.174
7893296,0.0667,0.3779,0.605
7893297,-0.1945,-0.2474,-0.203
7893298,-0.1247,0.2437,0.1782
7893299,0.1591,-0.0018,0.1398
7893300,-0.182,-0.29,-0.4537
7893301,0.092,-0.0766,-0.1586
7893302,0.1887,-0.1584,-0.5204
7893303,-0.1329,-0.1964,-0.0955
7893304,0.184,-0.1103,-0.1414
7893305,0.1806,0.0431,0.2007
7893306,-0.0502,-0.0877,-0.5379
7893307,0.0259,-0.0922,-0.2096
7893308,0.0601,-0.2606,0.2021
7893309,0.1205,0.2069,0.1307
7893310,0.1662,0.0319,0.1844
7893311,0.549,-0.0348,-0.1225
7893312,0.0645,0.0212,0.0114
7893313,0.6427,-0.1221,-0.0867
7893314,0.0411,-0.1016,-0.0875
7893315,-0.058,-0.0109,-0.0916
7893316,0.039,0.0593,-0.0313
7893317,0.0108,-0.0474,-0.0369
7893318,0.0606,0.3806,0.369
7893319,-0.0475,-0.2416,-0.3011
7893320,0.2429,-0.1632,0.0306
7893321,0.088,0.0716,0.1294
7893322,-0.1737,0.3239,0.3039
7893323,0.087,0.143,0.1767
7893324,-0.1049,-0.17,-0.157
7893325,0.2832,0.0858,-0.1472
7893326,-0.0287,-0.0852,-0.2136
7893327,-0.1303,-0.275,-0.1297
7893328,0.078,-0.0025,0.1262
7893329,-0.0694,-0.0992,-0.0851
7893330,-0.1357,0.1714,0.0388
7893331,0.0952,-0.0931,0.1236
7893332,-0.0431,-0.082,0.0945
7893333,0.5117,0.1228,0.1527
7893334,0.1474,-0.0844,0.1363
7893335,0.2126,0.2398,0.3288
7893336,0.1525,0.1355,0.1107
7893337,0.0004,0.0442,0.2229
7893338,-0.1089,-0.1001,-0.0687
7893339,-0.1376,-0.2065,-0.2795
7893340,0.0708,0.1952,0.3363
7893341,0.0621,0.1636,0.1773
7893342,-0.0046,0.0971,-0.1463
7893343,0.0164,-0.1796,0.1045
7893344,0.1483,0.0269,0.0914
7893345,0.0405,-0.0498,0.0142
7893346,-0.0175,-0.4448,-0.657
7893347,0.0289,-0.0121,-0.0547
7893349,-0.0234,0.4985,0.3164
7893350,-0.0109,0.0558,-0.0958
7893351,0.0441,0.0543,0.1417
7893352,-0.0453,0.1228,0.1444
7893353,-0.0738,-0.16,-0.1591
7893354,0.0146,0.1181,0.2117
7893355,-0.3646,-0.215,0.1202
7893356,0.2249,-0.1748,-0.1065
7893357,0.0202,0.3089,0.1726
7893358,0.2853,0.7005,0.2453
7893359,-0.2344,0.3508,0.2727
7893360,0.0634,-0.4887,-0.4436
7893361,-0.0475,-0.0834,-0.1075
7893362,0.3144,0.3299,0.276
7893363,-0.0316,-0.5051,-0.3907
7893364,-0.023,0.0072,0.0119
7893365,0.092,0.0939,-0.1676
7893366,0.0039,-0.212,-0.1937
7893367,0.2136,-0.0927,-0.2834
7893369,0.2116,-0.0448,-0.016
7893370,-0.1118,-0.037,-0.1826
7893371,0.2596,-0.0027,-0.1429
7893372,0.0555,-0.0253,-0.1554
7893373,-0.3992,-0.3292,-0.0552
7893374,0.1874,-0.3044,-0.3539
7893375,-0.0103,-0.0334,-0.0754
7893376,0.0641,-0.0532,0.0308
7893377,0.0179,-0.0198,0.0212
7893378,0.1375,0.0314,0.0399
7893379,-0.0442,-0.0913,-0.1705
7893380,-0.0323,0.0949,0.1139
7893381,-0.0832,-0.018,-0.14
7893382,0.5076,0.4605,0.3864
7893383,0.0655,0.0482,0.0216
7893384,-0.2214,0.1794,0.2998
7893385,0.1061,-0.162,-0.0428
7893386,0.1252,-0.0625,-0.2506
7893387,0.2269,0.0717,0.07
7893388,-0.0898,0.1356,0.0026
7893389,-0.0049,0.0377,0.0388
7893390,0.1202,-0.1014,-0.12
7893391,-0.0855,0.0569,0.2161
7893392,-0.0411,-0.1647,-0.4544
7893393,-0.0028,-0.0373,0.0706
7893394,0.0279,-0.0215,-0.2089
7893395,-0.0555,0.0251,0.0179
7893396,0.0416,0.0831,0.1064
7893397,0.2081,-0.0391,-0.1195
7893398,0.0026,-0.5494,-0.4891
7893399,0.168,0.1906,0.1854
7893400,-0.0129,-0.1374,-0.257
7893401,0.2305,-0.1228,-0.1648
7893402,0.2459,0.1073,0.0992
7893403,0.1228,-0.5648,-0.4556
7893404,0.0593,0.1013,0.2237
7893405,0.2552,-0.0696,-0.1653
7893406,-0.0713,0.1291,0.0264
7893407,0.371,0.2527,0.3994
7893408,0.1323,0.1546,0.246
7893410,0.1783,0.2417,0.2108
7893411,0.0771,-0.0104,0.0456
7893412,0.138,-0.0224,0.1099
7893413,0.0433,-0.1187,-0.0994
7893414,0.0458,0.1122,0.1705
7893415,-0.0075,0.1338,-0.0482
7893416,0.1412,-0.442,-0.6086
7893417,-0.1123,-0.2085,-0.5085
7893418,-0.0544,0.0191,0.163
7893419,0.1958,0.0803,0.0533
7893420,0.255,0.955,0.7392
7893421,0.2301,-0.0422,-0.2138
7893422,0.1401,0.0065,0.0991
7893423,0.0656,-0.1331,-0.4033
7893424,0.1609,-0.0382,-0.0608
7893425,-0.0673,-0.0968,-0.1297
7893427,-0.0435,-0.2494,-0.0109
7893428,0.1865,0.2163,0.4315
7893429,-0.0899,0.0515,-0.0962
7893430,-0.0355,-0.0043,-0.062
7893431,0.0209,-0.0607,-0.0398
7893432,-0.0949,0.2782,0.3248
7893433,-0.1245,-0.3409,-0.4174
7893434,-0.0269,-0.0615,-0.1371
7893435,-0.1336,-0.1562,-0.0081
7893436,0.3617,0.0506,-0.1818
7893437,0.2354,0.3189,0.3523
7893438,-0.2313,-0.0364,0.1766
7893439,0.1302,0.0525,0.0518
7893440,-0.0885,0.0267,0.0288
7893441,0.2868,-0.1061,-0.1289
7893442,-0.1369,-0.1738,-0.2045
7893443,0.0625,0.0802,0.0348
7893444,0.0798,-0.2155,-0.184
7893445,-0.1793,0.0771,0.4196
7893446,0.2546,-0.1988,-0.2519
7893447,-0.0541,-0.1315,-0.1265
7893448,-0.0883,-0.1924,-0.0813
7893449,0.09,-0.041,0.0182
7893450,0.4023,0.4498,0.4448
7893451,0.1628,-0.0488,-0.1529
7893452,0.0536,-0.0719,-0.0798
7893453,0.1333,0.2163,0.3182
7893454,-0.198,-0.0775,-0.0944
7893455,0.1552,0.1672,0.0624
7893456,-0.0359,-0.0037,0.0373
7893457,-0.1756,-0.1157,-0.1412
7893458,0.4376,0.0174,-0.1445
7893459,0.4191,-0.0824,0.0218
7893460,0.1829,0.1514,0.1701
7893461,0.0482,-0.2634,-0.4396
7893462,0.2529,-0.0679,0.1007
7893463,-0.1793,0.1509,0.2652
7893464,-0.0264,-0.2035,-0.1157
7893465,0.3821,-0.1199,-0.6626
7893466,0.0663,0.0922,0.023
7893467,-0.0324,0.0627,0.0321
7893468,0.4575,0.225,-0.0106
7893469,0.1881,-0.0666,-0.0964
7893470,0.2498,0.1112,-0.1997
7893471,0.2146,-0.688,-1.1501
7893472,0.2366,0.2486,0.1681
7893473,-0.3546,-0.179,-0.109
7893474,0.0956,0.0078,-0.0469
7893475,0.1426,-0.2169,-0.2298
7893476,-0.0412,-0.0751,-0.2044
7893477,0.2972,-0.199,-0.2415
7893478,0.3544,0.0346,-0.2611
7893479,0.006,-0.1219,-0.1115
7893480,0.2464,-0.1892,-0.039
7893481,0.0503,-0.2113,-0.2169
7893482,-0.1055,-0.1561,-0.1121
7893483,-0.0789,0.0069,0.0217
7893484,0.5708,0.1195,-0.072
7893485,0.0963,0.1976,0.3764
7893486,0.0873,0.0774,0.0005
7893487,0.5406,-0.147,-0.0235
7893488,0.1933,0.2715,0.1827
7893489,-0.0403,-0.2035,-0.2899
7893490,-0.3746,-0.0177,-0.1707
7893491,0.0221,0.1458,0.4008
7893492,0.2481,-0.4178,-0.336
7893493,0.3292,0.0225,0.386
7893494,0.1579,0.1336,0.0591
7893495,0.145,0.1426,0.2739
7893496,-0.0484,-0.2352,-0.1194
7893497,0.1159,0.0656,0.0738
7893498,0.0969,0.1592,0.2167
7893499,0.0651,-0.0816,-0.2446
7893500,0.0681,-0.6025,-0.4471
7893501,-0.4834,0.3944,0.9322
7893502,0.0567,0.0514,-0.0422
7893503,0.0093,0.0549,0.0304
7893504,-0.0142,0.0251,-0.0359
7893505,0.0546,0.1375,0.1173
7893506,-0.1071,0.63,0.3463
7893507,0.0633,0.0527,0.0696
7893508,0.032,0.2031,0.0726
7893509,-0.016,0.1542,0.2478
7893510,-0.1747,-0.1226,-0.1047
7893511,0.0859,0.0394,0.2511
7893512,0.2966,-0.0102,-0.4357
7893513,-0.0349,0.2165,0.1967
7893514,-0.2105,-0.0093,0.0645
7893515,-0.1392,-0.1189,0.0662
7893516,0.2594,0.4946,0.513
7893517,0.1506,0.1355,0.2418
7893518,0.1337,0.1683,0.2411
7893519,0.2856,0.0592,0.2349
7893520,-0.074,-0.247,-0.1066
7893521,0.1411,-0.0386,-0.0282
7893522,0.1587,0.016,-0.221
7893523,0.1063,0.2164,0.254
7893524,0.1754,0.0778,0.0136
7893525,-0.981,0.0189,-0.0042
7893526,0.4079,-0.1825,-0.0358
7893527,-0.0498,-0.2053,-0.0733
7893528,0.1501,0.1749,0.1868
7893529,0.018,0.0586,0.4909
7893530,0.1297,0.4348,0.4548
7893531,-0.1347,0.1697,0.1724
7893532,-0.0318,0.2471,0.3253
7893533,0.0588,0.0306,-0.0125
7893534,0.0061,0.0344,0.0894
7893535,-0.3235,0.0018,0.2857
7893536,0.016,-0.1348,-0.1007
7893537,0.2386,0.1564,0.3416
7893538,0.0125,-0.1339,-0.3126
7893539,-0.1252,-0.3231,-0.3877
7893540,0.0418,0.1332,0.1946
7893541,0.05,-0.0644,-0.2299
7893542,0.0432,-0.1824,-0.0851
7893543,0.1435,0.0227,0.1099
7893544,-0.1063,-0.0587,-0.0695
7893545,0.0278,0.075,0.2779
7893546,0.0824,0.1554,0.189
7893547,0.1097,0.2477,0.0882
7893548,-0.2804,-0.1863,-0.1583
7893549,0.2397,0.1003,0.1283
7893550,0.2476,-0.2524,-0.3549
7893551,0.0167,0.0509,-0.0401
7893552,-0.041,-0.6093,-0.4383
7893553,0.1791,0.1363,0.1295
7893554,0.2112,-0.0605,-0.0444
7893555,0.0539,-0.4469,-0.2451
7893556,0.2905,0.3703,0.3781
7893557,-0.0609,-0.1576,-0.1237
7893558,0.0923,0.3173,0.3884
7893559,0.1067,-0.0394,-0.1486
7893560,-0.1215,0.0312,0.0659
7893561,-0.0797,0.1458,0.1483
7893562,0.1832,0.1311,0.3819
7893563,-0.0655,0.0947,-0.0525
7893564,-0.1392,0.258,-0.1139
7893565,0.1789,0.0099,-0.0854
7893566,0.2777,0.0215,-0.2293
7893567,0.1292,0.1294,0.0805
7893568,0.2846,0.1062,0.0825
7893569,0.1544,0.0103,0.0937
7893570,0.2639,-0.2121,0.0567
7893571,0.1945,0.5441,0.3687
7893572,0.2136,0.1519,0.0169
7893573,0.0095,0.2739,0.0985
7893574,-0.0828,-0.3177,-0.3346
7893575,0.346,-0.0848,-0.0916
7893576,-0.1762,0.1166,-0.0582
7893577,0.0304,0.0086,-0.1132
7893578,0.0751,0.0351,0.0188
7893579,0.1292,-0.0508,-0.0901
7893580,-0.0769,0.0267,-0.0833
7893581,-0.0492,-0.1825,0.0069
7893582,0.1744,0.0484,-0.0628
7893583,0.6331,0.1391,0.077
7893584,-0.195,-0.0968,-0.044
7893585,-0.0024,-0.0824,0.0894
7893586,-0.2875,0.0328,0.0403
7893587,-0.0237,0.1396,0.1322
7893588,0.2038,0.3042,-0.1367
7893589,-0.1557,-0.1048,0.0645
7893590,-0.2069,0.0266,0.1015
7893591,0.1158,-0.0811,0.0665
7893592,0.1356,0.0729,0.2536
7893593,-0.1229,-0.3037,-0.4123
7893594,0.0996,0.204,0.0312
7893595,0.1022,0.2028,-0.1219
7893596,0.0082,-0.0508,-0.0124
7893597,0.0928,0.1085,0.1038
7893598,0.0588,0.0236,0.0558
7893599,-0.0806,0.0647,0.0726
7893600,0.0485,-0.1723,-0.3672
7893601,0.2907,0.0455,0.2126
7893602,-0.0016,-0.039,-0.059
7893603,-0.1918,-0.3253,-0.5323
7893604,0.043,-0.1844,-0.2891
7893605,-0.068,0.0562,0.1893
7893606,0.1498,-0.2846,-0.2338
7893607,-0.263,-0.1302,-0.2077
7893608,0.0994,-0.8567,-0.6339
7893609,0.0191,0.1846,0.3344
7893610,-0.1298,-0.1847,-0.0496
7893611,0.3761,-0.1123,-0.2547
7893612,0.0225,0.0175,0.1421
7893613,-0.0633,0.0249,-0.0409
7893614,0.0057,-0.4972,-0.2846
7893615,-0.5228,-0.2847,-0.0494
7893616,-0.0106,-0.0077,-0.0043
7893617,0.0179,0.2608,0.4658
7893618,-0.1305,0.0452,0.0471
7893619,-0.0107,-0.0607,-0.1337
7893620,-0.1183,-0.1419,0.1406
7893621,0.0494,-0.1217,-0.262
7893622,-0.0338,0.1804,0.0414
7893623,0.2594,0.24,0.377
7893624,-0.0382,0.0048,0.1721
7893626,0.0672,0.0324,-0.0851
7893627,0.4123,0.1518,0.4697
7893628,-0.0482,-0.4038,-0.249
7893629,0.1321,-0.0088,-0.0089
7893630,-0.0327,-0.3957,-0.7716
7893631,-0.0433,0.2615,0.2797
7893632,0.087,0.0527,0.0164
7893633,0.0213,-0.2626,-0.084
7893634,-0.0167,0.2013,0.4056
7893635,0.1445,-0.0022,-0.325
7893636,0.0981,-0.0107,-0.0191
7893637,0.0905,0.0266,0.0944
7893638,-0.1393,-0.0316,-0.0913
7893639,0.0364,0.3267,0.2079
7893640,-0.1841,-0.0449,-0.0199
7893641,0.1916,0.3017,0.3056
7893642,0.101,0.2287,0.0962
7893644,-0.1302,-0.2879,0.0028
7893645,0.3267,-0.0779,-0.0523
7893646,0.0494,-0.1051,0.0435
7893647,0.0064,0.0733,0.0074
7893648,0.2011,0.1689,0.1057
7893649,0.0472,0.2084,0.147
7893650,-0.0645,0.3345,0.1498
7893651,-0.054,-0.1442,0.0051
7893652,0.0059,0.1184,0.2187
7893653,0.4126,-0.4745,-0.1282
7893654,0.0365,-0.349,-0.2003
7893655,-0.0226,-0.1907,-0.1109
7893656,-0.2273,0.1727,0.0258
7893657,0.457,0.545,0.3353
7893658,0.5214,-0.1679,-0.4969
7893659,-0.3518,0.2027,0.1839
7893660,-0.1038,-0.2123,-0.102
7893661,0.1061,0.0203,0.1133
7893662,0.123,-0.1395,-0.2351
7893663,-0.0619,-0.0805,-0.1627
7893664,-0.1747,-0.1203,-0.0612
7893665,-0.0689,-0.0609,0.0373
7893666,0.2296,0.0866,-0.185
7893667,0.0777,-0.0425,-0.2755
7893668,0.0633,-0.0983,-0.0714
7893669,-0.0349,-0.1244,-0.2325
7893670,0.0989,-0.0473,-0.0072
7893671,-0.0371,0.076,0.2983
7893672,-0.1898,-0.3475,0.041
7893673,0.1423,0.2853,0.2816
7893674,-0.1225,0.18,0.2923
7893675,0.1523,0.0007,-0.0356
7893676,0.055,0.1718,0.139
7893677,0.0219,0.0307,0.0452
7893678,0.1205,0.0161,-0.1767
7893679,-0.0614,-0.0448,-0.05
7893681,0.0782,-0.0085,0.0095
7893682,-0.3861,-0.3337,-0.2836
7893683,0.0508,-0.1338,-0.235
7893684,0.3447,0.1027,0.0316
7893685,0.1461,-0.0487,0.0093
7893686,0.1261,-0.2014,-0.0668
7893688,-0.1357,0.0468,-0.1999
7893689,0.0698,0.0512,0.1435
7893690,0.0985,0.2725,0.1589
7893691,0.1001,0.1241,0.0455
7893692,-0.0376,-0.1187,-0.0317
7893693,0.0819,0.1392,0.4165
7893694,-0.1023,-0.2256,-0.1241
7893695,0.0207,-0.0312,-0.2026
7893696,-0.0127,-0.0387,-0.0316
7893697,-0.0527,-0.1756,-0.2862
7893698,0.0876,0.1361,-0.1167
7893699,0.0886,-0.0907,-0.0641
7893700,-0.2392,-0.2902,-0.1302
7893701,-0.1061,-0.0994,-0.0282
7893702,0.0959,0.0088,0.0261
7893703,0.7146,0.9145,0.7335
7893704,0.0055,-0.0448,-0.0589
7893705,-0.0599,0.1333,0.3965
7893706,0.0467,0.1095,0.2485
7893707,-0.005,-0.1955,-0.0674
7893708,-0.0696,0.1096,0.227
7893709,-0.0685,0.0344,0.0574
7893710,-0.1408,-0.0269,0.072
7893711,-0.086,0.2497,0.0586
7893712,0.0366,0.0466,0.1754
7893713,0.0762,0.1359,0.1945
7893714,0.0573,-0.0551,-0.0942
7893715,0.6282,0.1739,0.1103
7893716,-0.3659,0.2823,0.1143
7893717,0.0473,-0.3157,-0.2555
7893718,0.0046,0.1483,0.073
7893719,0.0553,-0.1572,-0.2063
7893720,0.0529,0.0331,0.0321
7893721,0.1289,0.2182,0.0561
7893722,-0.232,-0.1585,0.0091
7893723,-0.0336,-0.0066,-0.1946
7893724,-0.0986,-0.4597,-0.5242
7893725,0.0943,0.054,0.0879
7893726,0.1866,-0.0294,-0.0885
7893727,0.044,0.0527,0.0414
7893728,-0.0118,-0.1509,-0.0853
7893729,-0.159,0.18,0.0893
7893730,0.2311,0.2492,0.0871
7893731,0.0197,-0.0904,-0.0678
7893732,0.0528,0.1522,0.0576
7893733,0.2566,0.0784,0.0766
7893734,0.1666,0.0489,-0.0692
7893735,0.3926,-0.1928,-0.0016
7893736,0.4951,-0.1732,-0.2913
7893737,0.0183,-0.1037,0.0012
7893738,0.0066,0.2687,0.0807
7893739,-0.1639,0.006,0.1713
7893740,-0.3353,-0.3037,-0.3229
7893741,-0.1344,-0.2276,-0.3126
7893742,-0.0365,0.0319,-0.1024
7893743,0.3299,0.2583,0.2265
7893744,-0.0731,0.194,0.0818
7893745,0.0215,0.0447,0.006
7893746,-0.0188,-0.2701,-0.2416
7893747,0.0451,0.0784,0.0261
7893748,-0.0583,-0.074,0.0675
7893749,-0.0112,-0.0879,-0.0648
7893750,-0.0507,0.1802,0.2442
7893751,0.2591,0.2072,0.1838
7893752,-0.0088,0.1174,0.1881
7893753,-0.0421,0.0579,-0.0234
7893754,0.2076,0.1477,0.2642
7893755,0.0661,0.0466,-0.0294
7893756,0.321,0.3428,0.4127
7893757,0.2213,-0.0864,-0.1132
7893758,0.3449,0.2365,0.0753
7893759,0.1177,0.1065,0.0325
7893760,-0.0025,0.0105,-0.1176
7893761,0.1396,-0.3546,-0.0618
7893762,-0.0006,0.2201,0.1018
7893763,0.1219,0.1361,0.0556
7893764,0.2035,-0.0398,0.2328
7893765,0.2488,0.0375,0.0087
7893766,0.1399,0.0677,0.227
7893767,-0.0711,0.124,0.0303
7893768,0.2466,-0.4028,-0.2239
7893769,-0.1012,0.1667,0.3279
7893770,0.1502,-0.3961,-0.572
7893771,0.0228,-0.0167,0.0291
7893772,-0.0924,0.2209,0.2665
7893773,0.048,-0.0662,-0.1171
7893774,-0.0932,-0.1036,-0.0612
7893775,0.074,-0.2943,-0.253
7893776,0.2217,-0.0286,0.0402
7893777,-0.107,-0.0027,0.0778
7893778,0.1179,-0.1044,-0.2491
7893779,0.1202,0.0267,-0.047
7893780,0.1214,-0.234,-0.3144
7893781,0.0412,-0.0143,0.011
7893782,0.1603,0.1483,0.0435
7893783,0.0266,-0.0362,0.0306
7893784,0.1959,0.0374,-0.0789
7893785,0.2899,0.0485,0.1953
7893786,0.3648,-0.1658,-0.2904
7893787,0.2252,0.0245,0.2442
7893788,-0.1455,-0.169,-0.2156
7893789,0.1814,0.0904,0.0406
7893790,0.4737,-0.0283,0.1559
7893791,0.4415,0.2761,0.2195
7893792,0.1126,0.1767,0.01
7893793,-0.1009,0.0752,0.1092
7893794,0.1988,0.4152,0.2638
7893795,0.0259,0.0325,-0.2057
7893796,-0.0538,-0.3622,-0.1808
7893797,0.3434,0.2003,0.3848
7893798,-0.1884,0.24,0.3534
7893799,0.1422,0.169,0.4153
7893800,0.07,0.0832,0.1248
7893801,0.2083,-0.371,-0.3377
7893802,0.0147,0.1232,0.1722
7893803,0.0285,0.0788,-0.5503
7893804,-0.1793,-0.1008,-0.0568
7893805,0.2291,-0.0442,-0.0053
7893806,-0.1465,-0.1751,-0.0444
7893807,0.0105,-0.21,-0.0516
7893808,-0.1734,-0.0922,-0.1492
7893809,0.1914,-0.2097,-0.2478
7893810,0.1497,-0.0334,-0.122
7893811,-0.0244,-0.1396,-0.0855
7893812,0.471,0.2672,0.3667
7893813,0.1254,-0.0279,0.2448
7893814,0.4329,0.2018,1.0434
7893815,0.1379,-0.0303,0.0548
7893816,-0.1301,-0.2796,-0.2015
7893817,0.087,0.239,0.421
7893818,0.2045,0.0046,0.0179
7893819,-0.1742,0.1679,0.2842
7893820,0.1456,0.0946,0.1496
7893821,-0.011,0.1298,0.1296
7893822,0.1368,0.03,0.1036
7893823,0.3222,0.6806,0.5939
7893824,0.2326,0.0093,0.0088
7893825,0.3638,-0.4128,-0.0712
7893826,-0.0818,0.1961,0.1346
7893827,-0.4566,-0.0098,0.1873
7893828,0.105,-0.0559,-0.0276
7893829,-0.0471,0.0764,0.0186
7893830,-0.0722,0.1775,0.2734
7893831,-0.1034,0.0358,-0.0552
7893832,-0.336,-0.4527,-0.2698
7893833,0.0951,0.0657,0.1828
7893834,-0.0376,-0.3021,-0.2519
7893835,-0.1991,-0.2442,-0.0523
7893836,-0.1074,-0.2063,-0.0455
7893837,0.1064,-0.3107,-0.271
7893838,0.0607,0.1084,0.1842
7893839,-0.1923,-0.3521,-0.1738
7893840,0.0021,0.0308,0.0127
7893841,-0.0808,0.4085,0.4004
7893842,0.181,0.237,0.1261
7893843,0.0768,-0.1652,-0.1155
7893844,0.053,-0.0111,-0.0927
7893845,0.3014,-0.0717,0.1484
7893846,-0.0708,-0.0849,-0.0133
7893847,0.0914,-0.0536,-0.2367
7893848,0.0774,-0.2817,-0.2658
7893849,0.4146,-0.5396,-0.2053
7893850,0.0148,0.4036,0.2242
7893851,-0.1788,-0.4649,-0.439
7893853,-0.0948,-0.1824,0.0079
7893854,0.1006,0.0468,-0.0196
7893855,0.1342,0.2588,0.3017
7893856,-0.142,-0.1885,-0.3123
7893857,0.0583,0.1303,0.3391
7893858,-0.0364,-0.0041,-0.0901
7893859,-0.068,0.0738,-0.087
7893860,0.0685,-0.0156,0.0172
7893861,-0.0668,-0.2764,0.085
7893862,0.1207,-0.7216,-0.366
7893863,0.0195,-0.1573,-0.0099
7893864,-0.1321,-0.059,-0.1491
7893865,-0.0701,0.1957,0.0605
7893866,-0.097,0.0477,0.1294
7893867,-0.1119,-0.007,0.0241
7893868,-0.0562,-0.2769,-0.334
7893869,0.0321,0.0307,-0.1385
7893870,-0.2107,0.4039,0.3307
7893871,-0.03,-0.4145,-0.5544
7893872,0.2736,0.3761,0.5653
7893873,0.4575,0.5335,0.5149
7893874,-0.0778,-0.2748,0.1588
7893875,-0.1369,-0.1741,-0.0614
7893876,0.3446,0.2789,0.1724
7893877,-0.1144,0.0532,0.424
7893878,-0.1597,0.0572,0.0983
7893879,-0.3504,0.0965,-0.2131
7893880,0.1259,0.088,0.0332
7893881,0.2897,0.1676,-0.0081
7893882,0.4847,-0.1167,-0.1455
7893883,-0.014,-0.4168,-0.3225
7893884,0.0676,0.0476,0.1016
7893885,-0.0923,0.028,-0.1198
7893886,-0.1044,-0.2354,-0.2471
7893887,0.1224,-0.0741,-0.1138
7893888,-0.0987,0.1254,0.0813
7893889,0.3337,0.3946,0.2547
7893890,0.177,0.113,0.0042
7893891,0.0674,0.0111,-0.1294
7893892,0.0392,0.4263,0.2344
7893893,0.0355,0.1163,0.1603
7893894,0.101,0.0178,0.1121
7893895,0.0999,0.1613,0.0645
7893896,-0.0361,-0.1482,-0.0486
7893897,0.1124,-0.0606,-0.145
7893898,-0.1224,0.0603,0.0308
7893899,-0.0794,0.2452,0.1537
7893900,-0.0087,-0.0575,0.0392
7893901,-0.0159,0.1129,0.1885
7893902,0.4689,-0.2597,-0.1706
7893904,0.2266,-0.1148,-0.2727
7893905,0.2309,0.197,0.2154
7893906,-0.0929,-0.154,-0.014
