intervention,handset_NEUT_pct,handset_D_pct,calibrated_NEUT_pct,calibrated_D_pct
CXCL8 KO,75.49974125943532,48.42070750976084,93.11748490188555,17.06320503898844
IL1B KO,100.0,100.0,100.0,100.0
TNF KO,28.23351904100998,10.702017462022528,7.108459978752157,0.11613199856398415
STAT3 KO,7.526271887425695,2.419390087606721,0.0979696915146322,0.0015483551990991273
JAK2 inhibition,5.699758185555948,1.8080090241995528,0.059107575747519014,0.0009367587804343103
