state,target_fold,handset_steady,calibrated_steady,calibrated_over_handset
IL1B,127.19516314285212,2.730594671955808,117.99222233286498,43.211181631857585
IL6,131.6533115009803,1.5195651567971726,115.61933461445561,76.08711880321704
TNF,4.333101406380125,1.5921550848965917,4.210782166560219,2.6447060380639384
NFkB,2.089126713480583,3.158238588386412,2.5032941953726713,0.7926235226742763
pSTAT3,1.721898376677808,1.0279056530579804,1.5174236938417616,1.4762285714914434
CXCL8,107.29953397892017,2.006216573698312,94.47819813435706,47.092721380620176
NEUT,70.8354676373785,2.282610531402888,65.06405553182474,28.504229975595745
SOCS3,20.666182347469363,0.7096325768647798,18.111423826353334,25.522255342858166
D,,2.5496692508078245,3.6109278045935045,1.4162338128560934
