Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),24/58,2.047103471902229e-05,0.0006696774467533816,0,0,3.3000100438581805,35.62855715645154,ITGB1;ARFGEF2;CXCL8;FCER1G;CALCRL;TGFB1;TFRC;REP15;MX2;CLTC;ITGB2;MX1;ADM;LILRB1;ARRB2;LILRB4;EHD3;RAB31;GRK2;CXCR1;NEDD4;CXCR2;GRB2;PICALM
GO_Biological_Process_2021,cellular response to oxygen-containing compound (GO:1901701),87/323,2.081606475533119e-05,0.000676837499468799,0,0,1.7333000997008974,18.68460332585184,CD86;CXCL6;CXCL9;GUCY1B1;CXCL8;CD80;AQP9;SERPINE1;HMGB2;TNFAIP3;CXCL1;CXCL13;CXCL3;CXCL2;CXCL5;ZFP36;ZC3H12A;SESN2;ANKRD1;CASP1;PDE4B;SIRPA;FFAR2;LBP;CCR5;TGM2;IL10;PDGFRA;TICAM2;CHUK;NCOA3;PRKCD;CD180;WNT5A;MMP3;TICAM1;TNFRSF1B;MMP9;IL1A;SELENOS;IL1B;RAPGEF2;LCOR;CARD16;TLR2;CTR9;PDGFB;PDXP;BCL10;NOD2;HSP90B1;SBNO2;P2RY6;P2RY2;NRIP1;ABL2;NLRP3;CCL2;IL36RN;SLC38A9;CD14;EGR1;JUN;XBP1;IL36G;LILRB1;LILRB2;NFKB1;SSH1;CXCL10;CXCL11;FER;IL6;P2RX4;FES;TNIP2;TNIP3;CDK2;PAF1;LAMTOR1;CD68;LAMTOR3;MYD88;SLC26A6;CPEB4;LAMTOR5;NFKBIB
GO_Biological_Process_2021,cell chemotaxis (GO:0060326),27/69,2.158992425010946e-05,0.0006940335171973705,0,0,3.006469463319364,32.299354746638265,NRP1;LEF1;HMGB2;PDGFB;CXCR4;ARRB2;CXCR6;CXCR1;CCRL2;CXCR2;CCR7;CCR5;CCR2;CCR1;PDGFRA;ABCC1;CCL20;PRKCD;RHOG;VEGFA;BIN2;RAB13;PRKCQ;ACKR2;BCAR1;EPHA2;HBEGF
GO_Biological_Process_2021,regulation of ERK1 and ERK2 cascade (GO:0070372),68/238,2.1603652818632037e-05,0.0006940335171973705,0,0,1.8780403458213255,20.175126638396197,NRP1;IL26;CCL4L1;HTR2B;CIB1;PTPN22;TREM2;ARRB2;TNF;ICAM1;SPRED3;FLCN;SPRED1;DUSP10;SIRPA;CCR7;EMILIN1;CCN2;CCN1;EPHB2;PDE8A;PDGFRA;MAP2K1;ZDHHC17;DUSP6;CEACAM1;IL1B;RAPGEF2;CHI3L1;EPHA2;S100A7;CCL11;CCL3L1;SHC1;C5AR1;PDGFB;FPR2;NOD2;AGER;RASGRP1;APELA;P2RY6;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL18;FAM83D;CCL17;GBP1;SLAMF1;CCR1;CD74;PTPN1;CCL22;TGFB1;CCL20;FN1;PTPN11;MARCO;CD4;PTPRC;TNIP1;GPR183;PTPN6;PTPN2
GO_Biological_Process_2021,amino sugar biosynthetic process (GO:0046349),9/12,2.204699845899652e-05,0.000704060397217359,0,0,13.991782374610372,150.02456513018896,NANP;GNPDA1;NAGK;AMDHD2;GFPT2;GFPT1;PGM3;GNPNAT1;UAP1
GO_Biological_Process_2021,regulation of interleukin-8 production (GO:0032677),30/81,2.7190567071493616e-05,0.0008631798363228594,0,0,2.751861291837145,28.929328311890625,C5AR2;SERPINE1;PTPN22;BCL10;NOD2;LILRA2;TNF;CLEC7A;FFAR2;LBP;CD14;CD58;CD33;IL10;CD74;STAT3;TLR1;CD2;IL6;PTPRC;DDIT3;IL1B;BCL3;TLR9;CHI3L1;TLR6;CD244;MYD88;TLR2;LAMTOR5
GO_Biological_Process_2021,negative regulation of T cell proliferation (GO:0042130),17/35,2.754331485126968e-05,0.0008692346128062459,0,0,4.410805011202625,46.3123530345369,CD86;IL10;PRNP;CEBPB;CR1;BTN2A2;CD80;CRTAM;GLMN;LILRB1;LILRB2;HLA-G;LILRB4;SPN;IL4I1;TNFRSF14;TNFRSF21
GO_Biological_Process_2021,regulation of lymphocyte differentiation (GO:0045619),12/20,2.8284331820548905e-05,0.0008799824235638876,0,0,6.999716392512762,73.30944758919476,CD2;IL4I1;PRELID1;FCRL3;TBX21;CRTAM;SLAMF8;TLR9;NCKAP1L;PRDM1;IKZF3;CCR2
GO_Biological_Process_2021,apoptotic process (GO:0006915),66/231,2.831508519944287e-05,0.0008799824235638876,0,0,1.8775345622119817,19.66175944676808,CYFIP2;CSRNP1;ITGB2;PRF1;CIB1;DDX41;TNFAIP1;YARS1;HK2;IFIT2;CASP7;CASP8;CASP5;CASP3;CHEK1;CASP4;CASP1;EP300;PHLDA2;IER3;APAF1;PRKCD;LIG4;IL1A;PLSCR1;IFI27;ADORA2A;IFNG;IL1B;IRF1;DDIT4;LTA;TNFRSF21;PPARD;TLR2;PPP1R15A;IFI6;CXCR4;STK4;HSPD1;PPP2CA;BCL2L11;NLRP3;PMAIP1;CD14;BAK1;BID;RELT;PLK3;TNFSF14;GADD45A;BNIP3;GZMA;MX1;GZMB;CFLAR;GZMH;NFKBIA;CD2;FAP;IL2RA;MDM2;FAS;MAP3K10;BAX;MYD88
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),111/437,2.837594767503309e-05,0.0008799824235638876,0,0,1.603197989262461,16.785432742601458,ZFAND6;WWC2;PRDM1;TNF;PREX1;RASSF2;ARHGDIA;CHEK1;ARHGDIB;EP300;KMT5A;CMKLR1;IER3;DAXX;SUPT16H;SLC15A2;WNT5A;VRK2;ARHGAP45;TIAM1;DEPDC1B;DDIT4;TNIK;DNA2;BLM;ARHGAP18;ARHGAP15;RPF2;STK4;AGER;ARHGAP22;BRIP1;CLEC7A;PLCG2;TP53BP2;ECT2;FAM83D;SLC15A4;BANP;PLK3;ARHGAP26;ARHGAP25;ARHGAP24;NFKBIA;CYLD;TPX2;ARHGAP30;BCL3;CDK2;JMY;CDK1;MDM2;CD24;ATR;ARHGAP9;ARHGAP11A;ARHGAP11B;PHF20;LRRK2;SUMO4;PTPN22;TREM2;BRCA1;FLCN;SPRED1;LBH;TAGAP;RAC2;ITGAV;ARHGEF11;PLEKHG2;TBP;SPHK2;PDPK1;RHOG;ARAP2;RHOH;GMIP;VAV1;RCN3;CEACAM1;DEPDC7;TRAF4;TRAF3;IL1B;ARHGEF1;ARHGEF2;SOS1;SGK1;SOS2;BIRC2;BIRC3;RNF34;AURKB;FGD2;AURKA;GNA13;PAK1;CHN1;RBBP8;GPAT3;PAK2;GBP1;MAP4K4;TAF13;CARD8;MYO9B;PML;VEGFA;TAOK1;CDK5R1
GO_Biological_Process_2021,protein-containing complex assembly (GO:0065003),74/267,3.002186644460303e-05,0.0009256026692625308,0,0,1.8007664325288086,18.752433518525347,CD40;MCFD2;SERPINA1;WIPF1;LRRK2;CTSZ;CD3G;IL1RAP;CD3E;AREG;TNF;JCHAIN;CASP8;PPP6R1;ZC3H12A;SH3PXD2B;RUVBL1;EP300;DNM1L;KPNA3;CTSC;TLE3;DBNL;ADAM10;CSNK1D;DNAJB14;F5;TAPBP;TNFRSF1A;TIAM1;AIM2;BIN2;CLDN14;MZB1;PPID;NAPA;KMT2D;BLM;DHX9;USO1;TCF7;LEF1;TGFA;CAPG;LIN7A;MEFV;NAPG;LMAN1;LEO1;LPXN;NCKAP1L;BCL9L;ANKRD28;CD74;SEC24A;NIFK;CSNK1A1;TRAPPC10;FN1;FANCA;PML;SEC23IP;EPRS1;STING1;APC;CAPZA1;IL2RB;MDM2;FAS;CD247;MNAT1;SEC24D;FERMT3;PICALM
GO_Biological_Process_2021,negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532),8/10,3.0483861670458854e-05,0.0009256026692625308,0,0,18.651558073654392,193.94474139774567,PPP2CA;SOCS3;SOCS1;INPP5F;PARP14;PIBF1;SH2B3;PTPN2
GO_Biological_Process_2021,regulation of cell activation (GO:0050865),8/10,3.0483861670458854e-05,0.0009256026692625308,0,0,18.651558073654392,193.94474139774567,IL6;FCER1G;TEC;TXK;EMILIN1;TREM2;LILRA2;LILRA5
GO_Biological_Process_2021,T-helper 17 cell lineage commitment (GO:0072540),6/6,3.053712440996607e-05,0.0009256026692625308,0,0,98772.0,1026889.7572834349,IL6;IRF4;STAT3;SLAMF6;LY9;BATF
GO_Biological_Process_2021,positive regulation of interleukin-17 production (GO:0032740),13/23,3.149024868889172e-05,0.0009491302484039556,0,0,6.067404255319149,62.89369698182388,IL21;TGFB1;IL15;SPHK1;OSM;NOD2;LY9;SLC7A5;IL6;IL23A;PRKCQ;SLAMF6;MYD88
GO_Biological_Process_2021,positive regulation of cell cycle process (GO:0090068),35/101,3.1880901347655055e-05,0.0009555365124590468,0,0,2.482114897187692,25.698585104922174,MAP10;FEN1;PDGFB;KIF14;TGFA;AURKB;AURKA;CCNB1;TPR;NUP62;ANKRD31;NUSAP1;ECT2;E2F7;E2F8;GEN1;EDN1;SPAG5;CEP295;TAS2R13;CDC7;KIF23;CDC6;INO80;NDC80;CDC25B;EREG;IL1A;PLSCR1;EPGN;IL1B;CD28;PKN2;KIF20B;MAD2L1
GO_Biological_Process_2021,negative regulation of gene expression (GO:0010629),86/322,3.242211033472141e-05,0.0009663590108098908,0,0,1.7128807667380246,17.705483149763,RB1;BTG2;SPI1;CXCL8;CELF1;EIF4A3;PTPN22;YBX1;CD3E;TNF;ZC3H12D;FLCN;ZFP36;ZC3H12A;ENC1;EMILIN1;TRIM27;HAVCR2;IL10;SRGN;HELLS;ZC3H10;MAP2K1;EED;SFMBT2;SLC11A1;ZNF281;DNMT3A;ADAM10;SOX11;CNPY2;DICER1;PARP9;MMP8;RUNX1;PATL2;CLEC4A;ERN1;SLC7A5;RBL1;IFNG;SLFN14;MTF2;TMBIM6;DCP2;PTGER4;DNMT1;PDGFB;TYMS;MACROH2A2;HIF1A;MACROH2A1;GIGYF2;AURKA;PDCD10;STC2;TASOR;CCL3;ZNF148;PAIP2;XDH;N4BP1;CCR1;SUZ12;TGFB1;BTN2A2;TIPARP;VDR;SAMD4B;GZMB;ATP2B1;PARP14;PARP15;NFKB1;VEGFA;DHFR;REST;AGO3;EPRS1;CAPRIN1;CD28;REL;CALR;TARDBP;CNOT9;PICALM
GO_Biological_Process_2021,monocyte chemotaxis (GO:0002548),19/42,3.328680208180311e-05,0.0009812290833454598,0,0,3.8590632220121823,39.78829084486907,CCL11;FLT1;CCL22;CCL3L1;CCL4L1;CCL20;PTPRO;PDGFB;IL6;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;S100A12;CCL18;CCL17;IL6R
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),19/42,3.328680208180311e-05,0.0009812290833454598,0,0,3.8590632220121823,39.78829084486907,SP100;RNF34;GPX1;NOS3;SERPINE1;TNFAIP3;TMC8;BRCA1;CFLAR;THBS1;ICAM1;CASP8;PEA15;TNFSF10;HMOX1;PMAIP1;FAS;STX4;ARHGEF2
GO_Biological_Process_2021,positive regulation of reactive oxygen species metabolic process (GO:2000379),21/49,3.5489305035232985e-05,0.0010347832690979,0,0,3.504549331816889,35.908590831049544,CDKN1A;ITGAM;TGFB1;GADD45A;ITGB2;PRKCD;PDGFB;RAB27A;CYBA;FPR2;MMP8;SLC5A3;THBS1;TYROBP;CLEC7A;ZC3H12A;PLCG2;GRB2;TLR6;XDH;CD177
GO_Biological_Process_2021,regulation of interferon-beta production (GO:0032648),21/49,3.5489305035232985e-05,0.0010347832690979,0,0,3.504549331816889,35.908590831049544,DHX9;NLRC3;ISG15;LILRB1;PTPN11;RELB;IFIH1;TBK1;OAS1;STING1;OAS2;TRAF3;IRF1;OAS3;FLOT1;IRF7;TLR9;REL;SIRPA;POLR3G;TLR2
GO_Biological_Process_2021,negative regulation of T cell mediated cytotoxicity (GO:0001915),7/8,3.648671538744873e-05,0.0010524259572777,0,0,32.632965165675444,333.4619884150377,CEACAM1;PTPRC;KLRD1;LILRB1;NCKAP1L;KLRC1;HLA-G
GO_Biological_Process_2021,T-helper cell lineage commitment (GO:0002295),7/8,3.648671538744873e-05,0.0010524259572777,0,0,32.632965165675444,333.4619884150377,SPN;IL6;IRF4;STAT3;SLAMF6;LY9;BATF
GO_Biological_Process_2021,positive regulation of acute inflammatory response (GO:0002675),10/15,3.731012346558691e-05,0.001064727725494,0,0,9.32936507936508,95.12450008140732,IL6;IL1B;OSM;C2CD4A;C2CD4B;ADAM8;FFAR2;OSMR;PTGS2;TNF
GO_Biological_Process_2021,regulation of lymphocyte activation (GO:0051249),10/15,3.731012346558691e-05,0.001064727725494,0,0,9.32936507936508,95.12450008140732,CD4;THEMIS2;CLEC7A;LCK;FCRL3;CCL5;CD19;CRTAM;IKZF3;LAT
GO_Biological_Process_2021,regulation of T cell differentiation (GO:0045580),18/39,3.835907127920389e-05,0.0010888699334017,0,0,4.00349025974026,40.709568849890665,PRELID1;XBP1;CR1;TCF7;CRTAM;ZBTB1;FANCA;RHOH;PRDM1;RUNX1;CD2;ZAP70;IFNG;TBX21;CAMK4;IL2RA;CTLA4;CCR2
GO_Biological_Process_2021,negative regulation of intracellular signal transduction (GO:1902532),58/198,3.874812489799879e-05,0.0010941246846198,0,0,1.943095238095238,19.73879344847663,SPI1;DGKD;RTKN2;WWC2;PDE3B;PLEK;TNFAIP3;PTPRJ;CIB1;TREM2;IFI35;ARRB2;SLA2;FLCN;SPRED1;CASP8;ZC3H12A;MAP2K3;PLAUR;RHOH;HLA-G;MMP9;BANK1;DDIT3;DDIT4;TBC1D7;PPIF;VGLL4;EPHA2;NLRX1;RNF34;MGRN1;SRC;NLRC3;UBR1;THBS1;UACA;HDAC7;ADGRG3;NLRP3;FNIP1;XDH;MARK3;SH2B3;MCL1;UBE2B;STAT1;CARD8;NMI;LILRB4;ARHGAP25;CYLD;PDE10A;TNIP1;TNIP3;MDM2;NF1;CD22
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),37/110,4.04393189259427e-05,0.0011359002410349,0,0,2.3726802126985245,24.00134022219914,RB1;CDKN1A;CSF1;C5AR1;AGAP2;IQGAP1;THY1;TNF;TTN;SPRED1;RASSF2;UBASH3B;CCR7;TRIM27;CCN1;ECT2;PAK2;MAP2K3;DAXX;MMD;PDPK1;DTNBP1;WARS1;EREG;FGR;CENPE;CEACAM1;CD4;PTPRC;RAP2B;TRAF4;NF1;RAPGEF2;LCP2;CACUL1;LAT;DDR2
GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),59/203,4.287013933752714e-05,0.0011979077997178,0,0,1.9217726996902047,19.327911886768355,ITGB1;CD40;BTG1;CXCL8;FLT1;SERPINE1;PDE3B;TNFAIP3;BRCA1;CXCL13;ETS1;HK2;HHEX;SPRED1;ADAMTS1;ZC3H12A;ITGAX;CYP1B1;PROK2;EMILIN1;GLUL;CCR2;PRKCB;ANXA3;PDPK1;SPHK1;WNT5A;VASH1;HLA-G;PGF;RUNX1;IL1A;CEACAM1;COL4A2;IL1B;ADAM12;COL4A3;CHI3L1;ANGPTL4;EPHA2;GRN;SP100;ROCK1;HIF1A;THBS1;APELA;ALOX5;HMOX1;XBP1;STAT1;NOS3;PML;WARS1;VEGFA;CXCL10;IL6;ADM2;NF1;AGGF1
GO_Biological_Process_2021,positive regulation of cytokine-mediated signaling pathway (GO:0001961),17/36,4.360997934679832e-05,0.0012122670424641,0,0,4.17840326462279,41.95210703600557,ZBP1;CD74;EDN1;TICAM2;CSF1;TXK;WNT5A;NLRC5;LAPTM5;CXCR4;PARP14;PARP9;HIF1A;CASP4;CASP1;CD300LF;UBE2K
GO_Biological_Process_2021,peptidyl-serine modification (GO:0018209),51/169,4.72065477363745e-05,0.001305480044359,0,0,2.025790709317416,20.17885659040252,DYRK4;DYRK3;MAST4;LRRK2;TBK1;RPS6KA1;IKBKE;CSNK1G3;MORC3;PRKCI;CHUK;PRKCB;PDPK1;PRKCD;CSNK1D;VRK1;VRK2;MASTL;UHMK1;LATS2;MAPKAPK2;PRKCQ;TOP1;SGK1;CSNK1G2;CSNK1G1;CAMK2D;ROCK1;PDGFB;TTK;STK4;AURKA;GRK2;MKNK1;CLSPN;MARK3;PAK2;CSNK1A1;GALNT2;PLK2;PLK1;DCLK3;CDC7;MAPK12;CAMK4;CDK2;CDK1;MAP3K10;PKN2;ATR;CDK5R1
GO_Biological_Process_2021,positive regulation of cytokine production involved in immune response (GO:0002720),16/33,4.873496515619216e-05,0.0013216423181099,0,0,4.394561913351371,43.6341054053457,FZD5;SPHK2;WNT5A;LAPTM5;NOD2;HLA-A;HLA-F;HLA-G;MALT1;LACC1;SLC7A5;CLEC7A;PLCG2;FFAR2;TNFRSF14;CD226
GO_Biological_Process_2021,dendritic cell migration (GO:0036336),11/18,4.877636141393764e-05,0.0013216423181099,0,0,7.331402648952975,72.78810655890888,CCR1;TRPM2;CXCR1;ALOX5;CCL5;GPR183;CXCR2;CXCR4;CCR7;CCR5;CCR2
GO_Biological_Process_2021,interleukin-6-mediated signaling pathway (GO:0070102),11/18,4.877636141393764e-05,0.0013216423181099,0,0,7.331402648952975,72.78810655890888,SOCS3;FER;IL6;SPI1;SRC;STAT1;CTR9;STAT3;PTPN11;CBL;IL6R
GO_Biological_Process_2021,programmed necrotic cell death (GO:0097300),11/18,4.877636141393764e-05,0.0013216423181099,0,0,7.331402648952975,72.78810655890888,CYLD;TICAM2;MLKL;RIPK3;IPMK;PPIF;PGAM5;TRPM7;CD14;TICAM1;DNM1L
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),39/119,4.9146909783169306e-05,0.0013249908089784,0,0,2.2824306944841384,22.6433023997564,SRC;ICAM3;BCL10;LILRA2;MALT1;PSMA7;PSMB10;RELB;PAK1;CLEC7A;PLCG2;EP300;PSMD1;FFAR2;FYN;BTRC;PRKACB;PAK2;MUC6;FCER1G;KLRC2;CHUK;FBXW11;PDPK1;PRKCD;NFKB1;PSMB8;PSMB9;CLEC4A;CLEC4D;TYROBP;PSMA4;CD209;PSMC4;PSMC1;PSME4;PSME2;KLRD1;CLEC4E
GO_Biological_Process_2021,TRIF-dependent toll-like receptor signaling pathway (GO:0035666),15/30,5.326250096233294e-05,0.0014287665883145,0,0,4.668464376951462,45.938987400666086,CD40;TICAM2;CHUK;UBE2D1;TICAM1;CASP8;TBK1;TRAF3;IRF7;CD14;TLR6;CD300LF;IKBKE;BIRC2;BIRC3
GO_Biological_Process_2021,positive regulation of toll-like receptor signaling pathway (GO:0034123),14/27,5.651236659292772e-05,0.0015084022227415,0,0,5.026761547192876,49.16701138975491,TICAM2;RSAD2;PTPN22;CYBA;IFI35;TLR1;TREML4;FLOT1;TLR9;WDFY1;LBP;SLC15A4;LTF;TLR2
GO_Biological_Process_2021,regulation of cytokine production involved in immune response (GO:0002718),13/24,5.7574690331042135e-05,0.0015291495724061,0,0,5.515486782720825,53.84453979279772,IL10;SPHK2;WNT5A;LAPTM5;LILRB1;NOD2;TNFRSF1B;TNF;LACC1;SLC7A5;FFAR2;TNFRSF14;CCR2
GO_Biological_Process_2021,regulation of protein localization to nucleus (GO:1900180),20/47,6.128983350606864e-05,0.0016198027426603,0,0,3.4605099698903,33.566588811490625,TGFB1;TFRC;DTX3L;NVL;LIMK2;PYHIN1;PLK1;SUMO4;PARP9;LILRB4;BYSL;FLCN;LATS2;SESN2;TPR;CDK1;ATP13A2;GLUL;GTSE1;LAMTOR5
GO_Biological_Process_2021,negative regulation of binding (GO:0051100),31/88,6.179054058955655e-05,0.0016250306385439,0,0,2.544059750173838,24.656417211521187,CDKN1A;SP100;RALB;ROCK1;LRRK2;CTSZ;LEF1;PDGFB;SUMO4;RSF1;AURKB;IFIT2;AURKA;SLN;IFI16;XIRP1;DISC1;JUN;GZMA;PRKCD;TMC8;SORL1;GTPBP4;WAPL;NFKBIA;SLPI;BAX;TMBIM6;MITD1;CARD16;MDFI
GO_Biological_Process_2021,centromere complex assembly (GO:0034508),17/37,6.742952125278535e-05,0.0017646799098594,0,0,3.969241692700937,38.12229460399499,HELLS;MIS12;HJURP;SMARCA5;RSF1;KNL1;CENPE;CENPF;MIS18BP1;RUVBL1;CENPK;CENPL;CENPM;CENPN;CENPO;DLGAP5;CENPS
GO_Biological_Process_2021,G1/S transition of mitotic cell cycle (GO:0000082),30/85,7.746345087208476e-05,0.0020174340481977,0,0,2.5511039701461597,24.14799590795869,RB1;KHDRBS1;CDKN1A;USP37;CCNH;TYMS;BACH1;NPAT;GPR132;CDC45;RCC1;E2F3;FBXO5;BRD4;CDK18;PLK3;RRM2;PLK2;CDC7;CDC6;CDC25A;DHFR;LATS2;CCNE1;CDK2;BCAT1;CRLF3;MNAT1;CACUL1;CDKN3
GO_Biological_Process_2021,dendritic cell chemotaxis (GO:0002407),10/16,8.366149089285653e-05,0.0021475784623931,0,0,7.773998488284202,72.98798659662273,CCR1;TRPM2;CXCR1;CCL5;GPR183;CXCR2;CXCR4;CCR7;CCR5;CCR2
GO_Biological_Process_2021,necroptotic process (GO:0070266),10/16,8.366149089285653e-05,0.0021475784623931,0,0,7.773998488284202,72.98798659662273,CYLD;TICAM2;MLKL;RIPK3;IPMK;PGAM5;TRPM7;CD14;TICAM1;DNM1L
GO_Biological_Process_2021,neutrophil activation (GO:0042119),10/16,8.366149089285653e-05,0.0021475784623931,0,0,7.773998488284202,72.98798659662273,CXCL6;PREX1;CXCL8;FCER1G;TYROBP;IL15;CCL5;PRKCD;CXCR2;LILRA2
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),15/31,8.636057063170932e-05,0.0022060522098438,0,0,4.3764192449616806,40.95006447905863,ITGB2;SIRPG;THY1;ETS1;TNF;SIRPB1;HSPD1;CCDC88B;IL6;LCK;CCL2;SIRPA;PRKCQ;CD47;CCR2
GO_Biological_Process_2021,cortical cytoskeleton organization (GO:0030865),18/41,8.676179240951602e-05,0.0022060522098438,0,0,3.6549160079051375,34.18203257487233,ROCK1;FHOD1;PLEK;RHOG;RHOH;RND3;TNF;RND1;FMNL3;STRIP1;FMNL1;FMNL2;PPP2R3C;EPB41L3;RAB13;RAC2;NCKAP1L;LCP1
GO_Biological_Process_2021,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),20/48,8.770257937661196e-05,0.0022194544262052,0,0,3.3367172906683997,31.17014226345294,IL10;C5AR2;TNFAIP3;NLRC3;PTPN22;IRAK3;LILRB1;DICER1;LILRA4;CLEC4A;SELENOS;ZC3H12A;SIRPA;PTPN6;LBP;TRIM27;CD33;HAVCR2;SLAMF1;LTF
GO_Biological_Process_2021,MAPK cascade (GO:0000165),80/303,9.111899061178576e-05,0.0022950863128273,0,0,1.6846877455798863,15.673230162845556,CSF2;LRRK2;HTR2B;AREG;TNF;ZFP36;SPRED1;SYNGAP1;PEA15;PSMD1;MAP3K8;ITGAV;BTRC;CCR5;JAK3;MAP3K5;DUSP5;PDGFRA;MAP2K1;CHUK;KSR1;FBXW11;PAQR3;SPTB;DUSP6;EREG;PSMA4;RASA3;IL1B;RASA1;PSME4;MAPKAPK2;RASA2;PSME2;RAPGEF2;PRKCQ;TNIK;SOS1;HBEGF;PTGER4;SHC1;PDGFB;TGFA;CSF2RB;ABHD17C;RASAL3;RASGRP1;PSMA7;RASGRP4;PSMB10;RASGRP3;PAK1;CCL5;CCL3;CCL2;SHOC2;FYN;MARK3;MAP4K4;TGFB1;PSMB8;NFKB1;MAPK12;PSMB9;EPGN;ARTN;PSMC4;TNIP2;PSMC1;TAOK1;IL2RA;IL2RB;CDK1;NF1;GRB2;CCM2;PTPN7;CALM1;LAMTOR3;LAT
GO_Biological_Process_2021,complement receptor mediated signaling pathway (GO:0002430),8/11,9.431326431793904e-05,0.002329507488749,0,0,12.433616619452314,115.24580880013276,CR1;C5AR2;C5AR1;C3AR1;FPR1;FPR3;FPR2;CMKLR1
GO_Biological_Process_2021,UDP-N-acetylglucosamine biosynthetic process (GO:0006048),8/11,9.431326431793904e-05,0.002329507488749,0,0,12.433616619452314,115.24580880013276,GNPDA1;NAGK;AMDHD2;GFPT2;GFPT1;PGM3;GNPNAT1;UAP1
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),28/78,9.441352046482576e-05,0.002329507488749,0,0,2.618438746438746,24.26723540012184,NCF2;NCF4;IFI30;PSMA7;PSMB10;PSMD1;ITGAV;FCGR1A;PDIA3;FCER1G;CHUK;HLA-B;TAP2;TAP1;CYBA;HLA-A;HLA-F;HLA-G;PSMB8;TAPBP;PSMB9;CLEC4A;PSMA4;PSMC4;PSMC1;PSME4;PSME2;CALR
GO_Biological_Process_2021,cellular response to interleukin-6 (GO:0071354),14/28,9.46565950693932e-05,0.002329507488749,0,0,4.667423382519864,43.2448678518132,SELPLG;SPI1;SRC;STAT1;CTR9;STAT3;PTPN11;CBL;NFKB1;SOCS3;SBNO2;FER;IL6;IL6R
GO_Biological_Process_2021,leukocyte cell-cell adhesion (GO:0007159),14/28,9.46565950693932e-05,0.002329507488749,0,0,4.667423382519864,43.2448678518132,ITGB1;VCAM1;ROCK1;ITGA4;ITGB2;ITGAL;SELE;ICAM1;TNIP1;CD209;CCL5;OLR1;CD177;FERMT3
GO_Biological_Process_2021,positive regulation of leukocyte activation (GO:0002696),11/19,9.729237141736511e-05,0.0023618713694758,0,0,6.414587468103204,59.25661180368702,CD2;CLEC4D;CLEC7A;TNIP2;WNT5A;CD226;LBP;TLR6;THBS1;NECTIN2;HSPD1
GO_Biological_Process_2021,pyroptosis (GO:0070269),11/19,9.729237141736511e-05,0.0023618713694758,0,0,6.414587468103204,59.25661180368702,ZBP1;AIM2;CASP8;DHX9;GZMA;CASP4;CASP1;GZMB;TREM2;NLRC4;NAIP
GO_Biological_Process_2021,regulation of neuroinflammatory response (GO:0150077),11/19,9.729237141736511e-05,0.0023618713694758,0,0,6.414587468103204,59.25661180368702,IL6;SPHK1;IL1B;MMP3;TREM2;MMP8;PTGS2;TNFRSF1B;MMP9;TNF;CD200
GO_Biological_Process_2021,positive regulation of vasculature development (GO:1904018),34/102,9.986951570148056e-05,0.0024135132961191,0,0,2.339326484018265,21.549047605959785,ITGB1;CD40;GRN;BTG1;CXCL8;FLT1;SERPINE1;BRCA1;ETS1;HIF1A;THBS1;HK2;APELA;ZC3H12A;ITGAX;CYP1B1;HMOX1;XBP1;PRKCB;ANXA3;PDPK1;NOS3;SPHK1;WNT5A;PGF;RUNX1;VEGFA;IL1A;IL1B;ADM2;ADAM12;CHI3L1;AGGF1;ANGPTL4
GO_Biological_Process_2021,regulation of interferon-alpha production (GO:0032647),13/25,0.00010053796560428692,0.002418772132139,0,0,5.055555555555555,46.53626318044934,IL10;SETD2;CHUK;DHX9;STAT1;NLRC3;LILRA4;HSPD1;IFIH1;TBK1;IRF7;TLR9;HAVCR2
GO_Biological_Process_2021,negative regulation of B cell activation (GO:0050869),12/22,0.00010217015442718474,0.0024282962369724,0,0,5.59909245604084,51.449338037453806,IL10;PARP3;TYROBP;TNFRSF13B;CD300A;BANK1;LAPTM5;TNFAIP3;CTLA4;MNDA;SAMSN1;TNFRSF21
GO_Biological_Process_2021,negative regulation of interleukin-2 production (GO:0032703),12/22,0.00010217015442718474,0.0024282962369724,0,0,5.59909245604084,51.449338037453806,PRNP;ZFP36;CR1;PTPRC;TBX21;LAPTM5;TNFAIP3;TRIM27;LILRB4;GBP1;HDAC7;HAVCR2
